Escuela;Nombre Carrera;URL Carrera;FOTO_URL
Salud & Deportes;TÉCNICO ENFERMERÍA MENCION PEDIATRIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=83&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-oncologia.jpg?updatedAt=1738199721845
Salud & Deportes;TÉCNICO ENFERMERÍA MENCION URGENCIA;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=84&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-oncologia.jpg?updatedAt=1738199721845
;;;
;;;
;;;
Escuela;URL;Texto;
Administración y Gestión Empresarial;https://bibliotecas.aiep.cl/client/en_US/default/?rm=NEGOCIOS0%7C%7C%7C1%7C%7C%7C1%7C%7C%7Ctrue;En este sitio podrás revisar los últimos títulos incorporados a nuestras colecciones para las áreas temáticas cubiertas por la Negocios. Tambien compartiremos contigo actividades destacadas realizadas por la Escuela en alguno de nuestros espacios colaboratvos en sedes.;
Arte & Industrias Creativas;https://bibliotecas.aiep.cl/client/en_US/default/?rm=DISE%C3%91O%2C+ARTE+Y0%7C%7C%7C1%7C%7C%7C1%7C%7C%7Ctrue;En este sitio podrás revisar los últimos títulos incorporados a nuestras colecciones para las áreas temáticas cubiertas por la Escuela de Arte & Industrias Creativas. Tambien compartiremos contigo actividades destacadas realizadas por la Escuela en alguno de nuestros espacios colaboratIvos en sedes.;
Desarrollo Social & Educación;https://bibliotecas.aiep.cl/client/en_US/default/?rm=DESARROLLO+SOC0%7C%7C%7C1%7C%7C%7C1%7C%7C%7Ctrue;En este sitio podrás revisar los últimos títulos incorporados a nuestras colecciones para las áreas temáticas cubiertas por la Escuela de Desarrollo Social: Educación, Jurídica, Legal y Social. Tambien compartiremos contigo actividades destacadas realizadas por la Escuela en alguno de nuestros espacios colaboratvos en sedes.;
Estética Integral;https://bibliotecas.aiep.cl/client/en_US/default/?rm=EST%C3%89TICA+INTEG0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue;En este sitio podrás revisar los últimos títulos incorporados a nuestras colecciones para las áreas temáticas cubiertas por la Escuela de Diseño Arte y Comunicaciones. Tambien compartiremos contigo actividades destacadas realizadas por la Escuela en alguno de nuestros espacios colaboratvos en sedes.;
Gastronomía, Hotelería y Turismo;https://bibliotecas.aiep.cl/client/en_US/default/?rm=GASTRONOM%C3%8DA%2C+H0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue;En este sitio podrás revisar los últimos títulos incorporados a nuestras colecciones para las áreas temáticas cubiertas por la Escuela de Hotelería, gastronomía y Turismo. Tambien compartiremos contigo actividades destacadas realizadas por la Escuela en alguno de nuestros espacios colaboratvos en sedes.;
Ingenierías, Energías y Tecnologías;https://bibliotecas.aiep.cl/client/en_US/default/?rm=CONSTRUCCI%C3%93N+E0%7C%7C%7C1%7C%7C%7C1%7C%7C%7Ctrue;En este sitio podrás revisar los últimos títulos incorporados a nuestras colecciones para las áreas temáticas cubiertas por la Escuela de Construcción e Ingenierías. Selecciona el área temática que te interesa en el menú desplegable de las novedades: Informática y Telecomunicaciones, Electricidad y Electrónica, Construcción, Mecánica y Mantenimiento, Minería o Prevención de Riesgos.;
Salud & Deportes;https://bibliotecas.aiep.cl/client/en_US/default/?rm=SALUD0%7C%7C%7C1%7C%7C%7C1%7C%7C%7Ctrue;En este sitio podrás revisar los últimos títulos incorporados a nuestras colecciones para las áreas temáticas cubiertas por la Negocios. Tambien compartiremos contigo actividades destacadas realizadas por la Escuela en alguno de nuestros espacios colaboratvos en sedes.;
